num,word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
2837,коттедж,0,0,0,0,0,0,0,0,0,0
2838,хлопок,0,0,0,0,0,0,0,0,0,0
2839,диван,0,0,0,0,0,0,0,1,0,0
2840,пума,0,0,0,0,0,0,0,0,0,0
2841,кашель,0,1,0,0,1,0,0,0,0,0
2842,совет,1,0,0,1,0,0,0,0,0,1
2843,адвокат,1,0,0,0,0,0,0,0,0,1
2844,советник,0,1,1,0,0,1,0,0,0,1
2845,советник,1,0,0,0,0,0,0,0,0,1
2846,считать,1,0,0,0,0,0,0,0,0,1
2847,обратный отсчет,0,0,0,1,0,0,0,0,0,0
2848,лицо,0,0,0,0,0,0,0,0,0,0
2849,счетчик,0,0,0,0,0,0,0,0,0,0
2850,противодействовать,0,0,0,0,0,0,0,0,0,0
2851,противовес,0,0,0,0,0,0,0,0,0,0
2852,встречный иск,0,0,0,0,0,0,0,0,0,0
2853,коллега,0,0,0,0,0,0,0,0,0,0
2854,графиня,1,0,0,0,0,0,0,0,0,0
2855,бесчисленный,0,0,0,0,0,0,0,0,0,0
2856,страна,0,0,0,0,0,0,0,0,0,0
2857,земляк,0,0,0,0,0,0,0,0,0,1
2858,на счету,0,0,0,0,0,0,0,0,0,0
2859,графство,0,0,0,0,0,0,0,0,0,1
2860,переворот,0,0,1,0,0,0,0,0,1,0
2861,пара,0,0,0,0,0,0,0,0,0,0
2862,вкупе,0,0,0,0,0,0,0,0,0,0
2863,купон,0,0,0,0,0,0,0,0,0,0
2864,мужество,1,0,0,0,0,0,0,0,0,0
2865,храбрый,1,0,0,0,0,1,0,0,0,0
2866,курьер,0,0,0,0,0,0,0,0,0,1
2867,курсы,0,0,0,0,0,0,0,0,0,0
2868,охота на зайца с гончими,0,1,0,0,0,0,0,0,0,0
2869,суд,0,0,1,1,0,1,0,0,0,0
2870,вежливый,1,0,0,0,0,0,0,0,0,0
2871,вежливость,1,0,0,0,0,0,0,0,0,0
2872,здание суда,0,0,0,0,0,0,0,0,0,0
2873,суды,0,0,0,0,0,0,0,0,0,0
2874,ухаживание,1,0,0,1,0,0,1,0,0,1
2875,двор,0,0,0,0,0,0,0,0,0,0
2876,бухта,1,0,0,1,1,1,1,0,0,0
2877,завет,1,0,0,0,0,0,0,0,0,1
2878,обложка,0,0,0,0,0,0,0,0,0,1
2879,покрытый,0,0,0,0,0,0,0,0,0,0
2880,покрытие,0,0,0,0,0,0,0,0,0,0
2881,скрытый,0,0,0,0,0,0,0,0,0,0
2882,жаждать,0,1,0,0,0,0,0,0,0,0
2883,корова,0,0,0,0,0,0,0,0,0,0
2884,трус,0,1,0,0,1,1,0,1,0,0
2885,трусость,0,1,0,0,0,1,0,0,0,0
2886,трусливый,0,1,0,0,0,1,0,0,0,0
2887,ковбой,0,0,0,0,0,0,0,0,0,0
2888,воловья кожа,0,0,0,0,0,0,0,0,0,0
2889,обтекатель,0,0,0,0,0,0,0,0,0,0
2890,коллега,0,0,0,0,0,0,0,0,0,0
2891,скромный,0,0,0,0,0,1,0,0,0,0
2892,койот,0,0,0,0,0,1,0,0,0,0
2893,краб,0,0,0,0,0,0,0,0,0,0
2894,раздражительный,0,1,1,0,0,0,0,0,0,0
2895,трещина,0,1,0,0,0,0,0,0,0,0
2896,треснувший,0,1,1,0,0,1,0,0,0,0
2897,крекер,0,0,0,0,0,0,0,0,0,0
2898,растрескивание,0,1,0,0,0,0,0,0,0,0
2899,треск,0,0,0,0,0,0,0,0,0,0
2900,колыбель,1,0,0,1,0,0,1,0,0,1
2901,ремесло,1,0,0,0,0,0,0,0,0,0
2902,ремесленник,1,0,0,0,0,0,0,0,0,0
2903,хитрый,0,0,0,0,0,0,0,0,0,0
2904,Крейг,0,0,0,0,0,0,0,0,0,0
2905,забиты,0,0,0,0,0,0,0,0,0,0
2906,судорога,0,1,0,1,0,0,0,0,0,0
2907,ограниченный,0,1,0,0,0,0,0,0,0,0
2908,кран,0,0,0,0,0,0,0,0,0,0
2909,череп,0,0,0,0,0,0,0,0,0,0
2910,рукоятка,0,1,0,0,0,0,0,0,0,0
2911,капризный,0,1,1,0,0,0,0,0,0,0
2912,дерьмо,0,1,0,0,1,0,0,0,0,0
2913,азартная игра в кости,0,0,0,1,0,0,0,0,0,0
2914,авария,0,1,0,0,0,1,0,1,1,0
2915,ящик,0,0,0,0,0,0,0,0,0,0
2916,кратер,0,0,0,0,0,0,0,0,0,0
2917,жаждать,0,0,0,1,0,0,0,0,0,0
2918,страстное желание,0,0,0,1,0,0,0,0,0,0
2919,рак,0,0,0,0,0,0,0,0,0,0
2920,ползать,0,1,0,0,1,0,0,0,0,0
2921,мелки,0,0,0,0,0,0,0,0,0,0
2922,повальное увлечение,0,0,0,0,0,0,0,0,0,0
2923,сумасшедший,0,1,1,0,0,1,0,0,0,0
2924,сумасшедший,0,1,1,0,0,1,0,1,0,0
2925,скрипучий,0,1,0,0,0,0,0,0,0,0
2926,крем,1,0,0,1,0,0,1,0,1,0
2927,сливки,0,0,0,0,0,0,0,0,0,0
2928,сливочный,0,0,0,0,0,0,0,0,0,0
2929,складка,0,0,0,0,0,0,0,0,0,0
2930,создать,1,0,0,0,0,0,1,0,0,0
2931,создание,0,0,0,0,0,0,0,0,0,0
2932,творческий,1,0,0,0,0,0,0,0,0,0
2933,создатель,0,0,0,0,0,0,0,0,0,0
2934,существо,0,1,0,0,1,1,0,0,0,0
2935,доверие,1,0,0,0,0,0,0,0,0,1
2936,мандат,1,0,0,0,0,0,0,0,0,1
2937,полномочия,0,0,0,0,0,0,0,0,0,0
2938,достоверность,1,0,0,0,0,0,0,0,0,1
2939,заслуживающий доверия,1,0,0,0,0,0,0,0,0,1
2940,кредит,1,0,0,0,0,0,0,0,0,1
2941,похвальный,1,0,0,0,0,0,0,0,0,1
2942,кредит,1,0,0,0,0,0,0,0,0,0
2943,кредитование,0,0,0,0,0,0,0,0,0,0
2944,кредитор,0,0,0,0,0,0,0,0,0,0
2945,кредо,0,0,0,0,0,0,0,0,0,0
2946,ручей,0,0,0,0,0,0,0,0,0,0
2947,ползучесть,0,1,0,0,0,0,0,0,0,0
2948,ползучий,0,0,0,1,0,0,0,0,0,0
2949,кремация,0,0,0,0,0,0,0,1,0,0
2950,креольский,0,0,0,0,0,0,0,0,0,0
2951,крещендо,1,0,0,1,0,0,1,0,1,1
2952,полумесяц,0,0,0,0,0,0,0,0,0,0
2953,щель,0,0,0,0,0,0,0,0,0,0
2954,экипаж,0,0,0,0,0,0,0,0,0,1
2955,шпаргалка,0,0,0,0,0,0,0,0,0,0
2956,крикет,0,0,0,0,0,0,0,0,0,0
2957,преступление,0,1,1,0,0,0,0,0,0,0
2958,уголовное,0,1,1,0,1,1,0,0,0,0
2959,преступность,0,1,1,0,1,1,0,0,0,0
2960,помеха,0,0,0,0,0,0,0,0,0,0
2961,малиновый,0,0,0,0,0,0,0,0,0,0
2962,съеживаться,0,1,0,0,1,1,0,1,0,0
2963,калечить,0,1,0,0,0,1,0,1,0,0
2964,калека,0,1,0,0,0,0,0,1,0,0
2965,кризис,0,1,0,0,0,0,0,0,0,0
2966,хрустящий,0,1,0,0,0,0,0,0,0,1
2967,критерий,0,0,0,0,0,0,0,0,0,0
2968,критик,0,1,0,0,0,0,0,0,0,0
2969,критика,0,1,1,0,0,0,0,1,0,0
2970,критиковать,0,1,1,0,1,1,0,1,0,0
2971,критика,1,0,0,0,0,0,0,0,0,0
2972,тварь,0,0,0,0,1,0,0,0,0,0
2973,карканье,0,0,0,0,0,0,0,0,0,0
2974,черепок,0,0,0,0,0,0,0,0,0,0
2975,посуда,0,0,0,0,0,0,0,0,0,0
2976,крокодил,0,0,0,0,0,1,0,0,0,0
2977,приусадебный участок,0,0,0,0,0,0,0,0,0,0
2978,аферист,0,1,0,0,0,0,0,0,0,0
2979,урожай,0,0,0,0,0,0,0,0,0,0
2980,крокет,0,0,0,0,0,0,0,0,0,0
2981,пересекать,0,1,1,0,0,1,0,1,0,0
2982,арбалет,0,0,0,0,0,0,0,0,0,0
2983,пересек,0,0,0,0,0,0,0,0,0,0
2984,пересечение,0,0,0,0,0,0,0,0,0,0
2985,промежность,0,0,0,0,0,0,0,0,0,0
2986,пресмыкаться,0,0,0,0,0,1,0,0,0,0
2987,присел,0,0,0,0,0,0,0,0,0,0
2988,Крадущийся,0,1,0,0,0,1,0,0,0,0
2989,крупье,0,0,0,0,0,0,0,0,0,0
2990,ворона,0,0,0,0,0,0,0,0,0,0
2991,толпа,0,0,0,0,0,0,0,0,0,0
2992,переполненный,0,0,0,0,0,0,0,0,0,0
2993,корона,0,0,0,0,0,0,0,0,0,0
2994,венчающий,1,0,0,1,0,0,1,0,1,1
2995,ключевой,1,0,0,0,0,0,0,0,0,1
2996,крестообразный,0,1,0,0,0,0,0,0,0,0
2997,распятие,0,0,0,0,0,0,0,0,0,0
2998,распятие на кресте,0,1,1,0,1,1,0,1,0,0
2999,сырой,0,1,0,0,1,0,0,0,0,0
3000,жестокий,0,1,1,0,1,1,0,1,0,0
3001,жестоко,0,1,1,0,0,1,0,0,0,0
3002,жестокость,0,1,1,0,1,1,0,1,0,0
3003,круиз,0,0,0,0,0,0,0,0,0,0
3004,крейсер,0,0,0,0,0,0,0,0,0,0
3005,крошка,0,0,0,0,0,0,0,0,0,0
3006,рушится,0,1,0,0,0,0,0,1,0,0
3007,хруст,0,1,1,0,0,0,0,0,0,0
3008,крестовый поход,0,1,1,0,0,1,0,0,0,0
3009,раздавить,0,0,0,0,0,0,0,0,0,0
3010,раздавленный,0,1,1,0,1,1,0,1,0,0
3011,дробление,0,1,1,0,1,1,0,0,0,0
3012,кора,0,0,0,0,0,0,0,0,0,0
3013,твердый,0,1,0,0,1,0,0,0,0,0
3014,костыль,0,0,0,0,0,0,0,0,0,0
3015,суть,0,0,0,0,0,0,0,0,0,0
3016,плакать,0,1,0,0,0,0,0,1,0,0
3017,плач,0,1,0,0,0,0,0,1,0,0
3018,склеп,0,1,0,0,0,1,0,1,0,0
3019,загадочный,0,0,0,0,0,0,0,0,0,0
3020,криптография,0,0,0,0,0,0,0,0,0,0
3021,кристалл,1,0,0,0,0,0,0,0,0,0
3022,кристаллический,0,0,0,0,0,0,0,0,0,0
3023,кристаллизация,0,0,0,0,0,0,0,0,0,0
3024,детеныш,0,0,0,0,0,0,0,0,0,0
3025,куб,0,0,0,0,0,0,0,0,0,1
3026,кабина,0,0,0,0,0,0,0,0,0,0
3027,рогоносец,0,1,0,0,1,0,0,0,0,0
3028,кукушка,0,1,0,0,0,0,0,0,0,0
3029,прижиматься,1,0,0,0,0,0,1,0,0,1
3030,кий,0,0,0,1,0,0,0,0,0,0
3031,манжета,0,0,0,0,0,0,0,0,0,0
3032,кухня,0,0,0,0,0,0,0,0,0,0
3033,кулинарный,1,0,0,0,0,0,0,0,0,1
3034,отбирать,0,1,0,0,0,0,0,0,0,0
3035,Кульминацией,0,0,0,0,0,0,0,0,0,0
3036,кульминация,1,0,0,0,0,0,0,0,0,0
3037,виновность,0,1,0,0,0,0,0,0,0,0
3038,виновный,0,1,0,0,0,0,0,0,0,0
3039,преступник,0,1,0,0,0,0,0,0,0,0
3040,культ,0,1,0,0,0,1,0,0,0,0
3041,культивировать,1,0,0,1,0,0,0,0,0,1
3042,культурный,1,0,0,0,0,0,0,0,0,0
3043,выращивание,1,0,0,0,0,0,0,0,0,0
3044,культура,1,0,0,0,0,0,0,0,0,0
3045,кульверт,0,0,0,0,0,0,0,0,0,0
3046,громоздкий,0,1,0,0,0,0,0,1,0,0
3047,кучевые облака,0,0,0,0,0,0,0,0,0,0
3048,хитрость,1,1,0,0,0,0,0,0,0,0
3049,чашка,0,0,0,0,0,0,0,0,0,0
3050,шкаф,0,0,0,0,0,0,0,0,0,0
3051,применение банок,0,1,0,0,1,1,0,1,0,0
3052,дворняжка,0,1,1,0,1,1,0,0,0,0
3053,излечима,1,0,0,0,0,0,0,0,0,1
3054,викарий,0,0,0,0,0,0,0,0,0,0
3055,лечебный,0,0,0,0,0,0,0,0,0,0
3056,куратор,0,0,0,0,0,0,0,0,0,0
3057,обочина,0,0,0,0,0,0,0,0,0,0
3058,творог,0,0,0,0,0,0,0,0,0,0
3059,комендантский час,0,0,0,0,0,0,0,0,0,0
3060,любопытство,1,0,0,1,0,0,0,0,1,0
3061,локон,1,0,0,0,0,0,0,0,0,0
3062,керлинг,0,0,0,0,0,0,0,0,0,0
3063,валюта,0,0,0,0,0,0,0,0,0,0
3064,Текущий,0,0,0,0,0,0,0,0,0,0
3065,программа,0,0,0,0,0,0,0,0,0,0
3066,карри,0,0,0,0,0,0,0,0,0,0
3067,проклятие,0,1,1,0,1,1,0,1,0,0
3068,проклял,0,1,1,0,0,1,0,1,0,0
3069,проклиная,0,1,1,0,1,0,0,0,0,0
3070,беглый,0,1,0,0,0,0,0,0,0,0
3071,резкий,0,0,0,0,0,0,0,0,0,0
3072,сокращать,0,0,0,0,0,0,0,0,0,0
3073,сокращение,0,0,0,0,0,0,0,0,0,0
3074,занавес,0,0,0,0,0,0,0,0,0,0
3075,кривизна,0,0,0,0,0,0,0,0,0,0
3076,кривая,0,0,0,0,0,0,0,0,0,0
3077,изогнутый,0,0,0,0,0,0,0,0,0,0
3078,криволинейный,0,0,0,0,0,0,0,0,0,0
3079,подушка,1,0,0,0,0,0,0,0,0,0
3080,выступ,0,0,0,0,0,0,0,0,0,0
3081,упрямый,0,0,1,0,0,0,0,0,0,0
3082,хранитель,0,0,0,0,0,0,0,0,0,1
3083,хранение,0,0,0,0,0,0,0,0,0,1
3084,обычай,0,0,0,0,0,0,0,0,0,0
3085,обычный,0,0,0,0,0,0,0,0,0,0
3086,клиент,1,0,0,0,0,0,0,0,0,0
3087,порез,0,0,0,0,0,0,0,0,0,0
3088,кожный,0,0,0,0,0,0,0,0,0,0
3089,милый,1,0,0,0,0,0,0,0,0,0
3090,кутикула,0,0,0,0,0,0,0,0,0,0
3091,столовые приборы,0,0,0,0,0,0,0,0,0,0
3092,резак,0,1,0,0,0,1,0,0,0,0
3093,катера,1,0,0,0,0,0,0,0,0,0
3094,головорез,0,1,1,0,0,1,0,0,0,0
3095,резка,0,1,1,0,1,1,0,1,0,0
3096,шлам,0,0,0,0,0,0,0,0,0,0
3097,центнер,0,0,0,0,0,0,0,0,0,0
3098,цианид,0,1,0,0,0,1,0,0,0,0
3099,цикл,0,0,0,0,0,0,0,0,0,0
3100,циклический,0,0,0,0,0,0,0,0,0,0
3101,велосипедист,0,0,0,0,0,0,0,0,0,0
3102,циклон,0,1,0,0,0,1,0,0,1,0
3103,цилиндр,0,0,0,0,0,0,0,0,0,0
3104,цилиндрический,0,0,0,0,0,0,0,0,0,0
3105,кимвал,0,0,0,0,0,0,0,0,0,0
3106,циник,0,0,0,0,0,0,0,0,0,0
3107,киста,0,1,0,0,0,1,0,1,0,0
3108,кистозный,0,0,0,0,1,0,0,0,0,0
3109,вирус цитомегалии,0,1,0,0,0,0,0,1,0,0
3110,цитоплазма,0,0,0,0,0,0,0,0,0,0
3111,царь,0,0,0,0,0,0,0,0,0,0
3112,мазок,0,0,0,0,0,0,0,0,0,0
3113,плескаться,0,0,0,0,0,0,0,0,0,0
3114,вмешиваются,0,1,1,0,1,0,0,0,0,0
3115,папа,0,0,0,0,0,0,0,0,0,0
3116,цоколь,0,0,0,0,0,0,0,0,0,0
3117,демон,0,1,1,0,1,1,0,1,1,0
3118,сумасшедший,0,1,0,0,1,0,0,0,0,0
3119,кинжал,0,1,0,0,0,1,0,0,0,0
3120,ежедневно,0,0,0,1,0,0,0,0,0,0
3121,лакомство,0,0,0,0,0,0,0,0,0,0
3122,молочный,0,0,0,0,0,0,0,0,0,0
3123,сменные лошади,0,0,0,0,0,0,0,0,0,0
3124,дол,0,0,0,0,0,0,0,0,0,0
3125,плотина,0,0,0,0,0,0,0,0,0,0
3126,повреждение,0,1,1,0,1,0,0,1,0,0
3127,убытки,0,1,0,0,0,0,0,1,0,0
3128,дама,1,0,1,0,1,0,0,0,0,1
3129,Черт,0,1,1,0,1,0,0,0,0,0
3130,проклятье,0,1,1,0,0,1,0,1,0,0
3131,проклятый,0,1,0,0,0,0,0,0,0,0
3132,влажный,0,0,0,0,0,0,0,0,0,0
3133,смоченной,0,0,0,0,0,0,0,0,0,0
3134,заслонка,0,1,0,0,0,0,0,0,0,0
3135,девица,0,0,0,0,0,0,0,0,0,0
3136,танец,1,0,0,0,0,0,1,0,0,1
3137,танцор,0,0,0,0,0,0,0,0,0,0
3138,перхоть,0,1,0,0,0,0,0,0,0,0
3139,денди,0,1,0,0,1,0,0,0,0,0
3140,Опасность,0,1,0,0,0,1,0,1,0,0
3141,опасно,0,1,0,0,0,1,0,0,0,0
3142,болтаться,0,0,0,0,0,0,0,0,0,0
3143,сырой,0,0,0,0,1,0,0,0,0,0
3144,щеголеватый,0,0,0,0,0,0,0,0,0,0
3145,сметь,0,0,0,1,0,0,0,0,0,1
3146,смелый,1,0,0,0,0,0,0,0,0,0
3147,темно,0,0,0,0,0,0,0,1,0,0
3148,темнеть,0,1,0,0,0,1,0,1,0,0
3149,затемненный,0,1,0,0,0,1,0,1,0,0
3150,мрачно,0,0,0,0,0,0,0,0,0,0
3151,тьма,0,1,1,0,0,1,0,1,0,0
3152,дорогой,1,0,0,0,0,0,1,0,0,1
3153,штопать,0,0,0,0,0,0,0,0,0,0
3154,дартс,0,0,0,0,0,1,0,0,0,0
3155,тире,0,0,0,0,0,0,0,0,0,0
3156,приборная панель,0,0,0,0,0,0,0,0,0,0
3157,пунктирная,0,1,1,0,0,1,0,1,0,0
3158,лихой,1,0,0,0,0,0,0,0,0,0
3159,подлый,0,1,1,0,1,1,0,0,0,0
3160,данные,0,0,0,0,0,0,0,0,0,0
3161,база данных,0,0,0,0,0,0,0,0,0,0
3162,дата,0,0,0,0,0,0,0,0,0,0
3163,дочь,1,0,0,0,0,0,1,0,0,0
3164,рассвет,1,0,0,1,0,0,1,0,1,1
3165,день,0,0,0,0,0,0,0,0,0,0
3166,рассвет,0,0,0,0,0,0,0,0,0,0
3167,мечтать,0,0,0,0,0,0,0,0,0,0
3168,изумление,0,0,0,0,0,0,0,0,0,0
3169,изумленный,0,1,0,0,0,0,0,0,0,0
3170,ослепительный,0,0,0,0,0,0,0,0,0,0
3171,дьякон,0,0,0,0,0,0,0,0,0,1
3172,дезактивировать,0,1,0,0,0,0,0,0,0,0
3173,тупик,0,1,0,0,0,0,0,0,0,0
3174,смертельно,0,1,1,0,1,1,0,1,0,0
3175,глухой,0,1,0,0,0,0,0,0,0,0
3176,оглушительный,0,0,0,0,0,0,0,0,0,0
3177,глухота,0,0,0,0,0,0,0,0,0,0
3178,сделка,1,0,0,1,0,0,1,0,1,1
3179,дилер,0,0,0,0,0,0,0,0,0,0
3180,дело,0,0,0,0,0,0,0,0,0,0
3181,сделки,0,0,0,0,0,0,0,0,0,1
3182,декан,0,0,0,0,0,0,0,0,0,0
3183,дорогой,1,0,0,0,0,0,0,0,0,0
3184,недостаток,0,0,0,0,0,0,0,0,0,0
3185,смерть,0,1,1,1,1,1,0,1,1,0
3186,разгром,0,1,0,0,0,1,0,1,0,0
3187,спорный,0,0,0,0,0,0,0,0,0,0
3188,дебаты,1,0,0,0,0,0,0,0,0,0
3189,разврат,0,1,0,0,1,1,0,0,0,0
3190,долговое обязательство,0,0,0,1,0,0,0,0,0,0
3191,дебет,0,0,0,0,0,0,0,0,0,0
3192,мусор,0,1,0,0,1,0,0,0,0,0
3193,долг,0,1,0,0,0,0,0,1,0,0
3194,должник,0,1,0,0,0,0,0,0,0,0
3195,дебют,0,0,0,0,0,0,0,0,0,0
3196,десятилетие,0,0,0,0,0,0,0,0,0,0
3197,графин,0,0,0,0,0,0,0,0,0,0
3198,распад,0,1,0,0,0,1,0,1,0,0
3199,гнилой,0,1,0,0,1,0,0,1,0,0
3200,умерший,0,1,0,0,0,0,0,1,0,0
3201,обман,0,1,1,0,1,1,0,1,1,0
3202,лживый,0,1,0,0,1,0,0,1,0,0
3203,обманывать,0,1,1,0,1,0,0,1,0,0
3204,обманутый,0,1,1,0,0,0,0,0,0,0
3205,обман,0,1,0,0,0,0,0,0,0,1
3206,порядочность,1,0,0,0,0,0,0,0,0,0
3207,приличный,1,0,0,0,0,0,0,0,0,0
3208,обман,0,1,0,0,0,0,0,0,0,0
3209,обманчивый,0,1,0,0,0,0,0,0,0,0
3210,решительно,0,0,0,0,0,0,0,0,0,0
3211,лиственный,0,0,0,0,0,0,0,0,0,0
3212,десятичный,0,0,0,0,0,0,0,0,0,0
3213,расшифровывать,0,0,0,0,0,0,0,0,0,0
3214,решение,0,0,0,0,0,0,0,0,0,0
3215,решающий,0,0,0,0,0,0,0,0,0,0
3216,палуба,0,0,0,0,0,0,0,0,0,0
3217,декларация,0,0,0,0,0,0,0,0,0,0
3218,декларативный,1,0,0,0,0,0,0,0,0,0
3219,объявлять,0,0,0,0,0,0,0,0,0,0
3220,склонение,0,1,0,0,0,0,0,0,0,0
3221,снижение,0,1,0,0,0,0,0,0,0,0
3222,отказ,0,1,0,0,0,0,0,0,0,0
3223,разлагаться,0,0,0,0,1,0,0,0,0,0
3224,разложенный,0,0,0,0,0,0,0,1,0,0
3225,разложение,0,1,0,0,1,1,0,1,0,0
3226,украшать,0,0,0,0,0,0,0,0,0,0
3227,украшение,0,0,0,0,0,0,0,0,0,0
3228,этикет,0,0,0,0,0,0,0,0,0,0
3229,приманка,0,0,0,0,0,0,0,0,1,0
3230,уменьшить,0,1,0,0,0,0,0,0,0,0
3231,снизился,0,0,0,0,0,0,0,0,0,0
3232,убывающий,0,0,0,0,0,0,0,0,0,0
3233,указ,0,0,0,0,0,0,0,0,0,0
3234,декремент,0,1,0,0,0,0,0,0,0,0
3235,дряхлый,0,1,0,0,0,0,0,0,0,0
3236,порицать,0,1,1,0,0,0,0,0,0,0
3237,преданность,1,0,0,0,0,0,0,0,0,0
3238,выводить,0,0,0,0,0,0,0,0,0,0
3239,вычесть,0,1,0,0,0,0,0,0,0,0
3240,вычет,0,0,0,0,0,0,0,0,0,0
3241,дело,0,0,0,0,0,0,0,0,0,1
3242,углублять,0,0,0,0,0,0,0,0,0,0
3243,олень,0,0,0,0,0,0,0,0,0,0
3244,клевета,0,1,0,0,1,1,0,0,0,0
3245,клеветнический,0,1,1,0,0,0,0,0,0,0
3246,по умолчанию,0,1,0,0,1,1,0,1,0,0
3247,поражение,0,1,0,0,0,0,0,0,0,0
3248,побежденный,0,1,0,0,0,0,0,1,0,0
3249,дефект,0,1,1,0,0,0,0,0,0,0
3250,отступничество,0,1,0,0,0,1,0,0,0,0
3251,дефектный,0,1,0,0,1,0,0,0,0,0
3252,защищать,1,0,0,0,0,1,0,0,0,0
3253,ответчик,0,0,1,0,0,1,0,1,0,0
3254,защитил,1,0,0,0,0,0,0,0,0,1
3255,защитник,1,0,0,0,0,0,0,0,0,1
3256,защиты,1,0,0,0,0,0,0,0,0,0
3257,защита,1,0,1,1,0,1,0,0,0,0
3258,беззащитный,0,1,0,0,0,1,0,1,0,0
3259,защитимый,0,0,0,0,0,0,0,0,0,0
3260,оборонительный,0,0,0,0,0,0,0,0,0,0
3261,откладывать,0,0,0,0,0,0,0,0,0,0
3262,уважение,1,0,0,0,0,0,0,0,0,1
3263,отсрочка,0,1,0,0,0,0,0,0,0,0
3264,отложить,0,0,0,0,0,0,0,0,0,0
3265,неповиновение,0,1,1,0,1,1,0,0,0,0
3266,дерзкий,0,1,1,0,0,0,0,0,0,0
3267,дефицит,0,1,0,0,0,0,0,0,0,0
3268,дефицит,0,1,0,0,0,0,0,0,0,0
3269,определять,0,0,0,0,0,0,0,0,0,0
3270,определенный,0,0,0,0,0,0,0,0,0,0
3271,определение,0,0,0,0,0,0,0,0,0,0
3272,окончательный,1,0,0,0,0,0,0,0,0,1
3273,выкачивать,0,1,1,0,0,0,0,1,0,0
3274,дефляция,0,1,0,0,0,1,0,0,0,0
3275,отклонять,0,0,0,0,0,0,0,0,0,0
3276,отклонение,0,0,0,0,0,0,0,0,0,0
3277,дефлорация,0,0,0,0,0,0,0,0,0,0
3278,деформировать,0,1,0,0,1,0,0,0,0,0
3279,уродливый,0,1,0,0,1,0,0,1,0,0
3280,деформация,0,1,0,0,1,1,0,1,0,0
3281,обманывать,0,1,1,0,1,0,0,0,0,0
3282,покрывать,0,0,0,0,0,0,0,0,0,0
3283,ловкий,0,0,0,0,0,0,0,0,0,0
3284,несуществующий,0,1,0,0,0,0,0,1,0,0
3285,игнорировать,0,1,1,0,0,1,0,1,1,0
3286,вырождение,0,1,1,0,1,0,0,1,0,0
3287,дегенерат,0,1,0,0,0,0,0,0,0,0
3288,вырождение,0,0,0,0,0,0,0,0,0,0
3289,деградация,0,1,0,0,0,0,0,0,0,0
3290,деградировать,0,1,0,0,1,0,0,0,0,0
3291,унижающего достоинство,0,1,0,0,1,1,0,1,0,0
3292,степень,1,0,0,0,0,0,0,0,0,0
3293,обезвоженный,0,0,0,0,0,0,0,0,0,0
3294,задержка,0,1,1,0,1,1,0,1,0,0
3295,задерживается,0,1,0,0,0,0,0,0,0,0
3296,восхитительный,1,0,0,0,0,0,0,0,0,0
3297,делегат,1,0,0,0,0,0,0,0,0,1
3298,делегация,0,0,0,0,0,0,0,0,0,0
3299,вредный,0,1,1,0,1,1,0,0,0,0
3300,удаление,0,1,0,0,0,0,0,0,0,0
3301,умышленное,1,0,0,0,0,0,0,0,0,0
3302,обсуждение,0,0,0,0,0,0,0,0,0,0
3303,совещательный,0,0,0,0,0,0,0,0,0,0
3304,деликатес,0,0,0,0,0,0,0,0,0,0
3305,восхитительный,1,0,0,0,0,0,1,0,0,0
3306,восторг,1,0,0,1,0,0,1,0,0,0
3307,Обрадованный,1,0,0,1,0,0,1,0,1,0
3308,восхитительный,1,0,0,1,0,0,1,0,0,1
3309,определять,0,0,0,0,0,0,0,0,0,0
3310,определение,0,0,0,0,0,0,0,0,0,0
3311,преступность,0,1,0,0,0,0,0,0,0,0
3312,правонарушитель,0,1,1,0,1,0,0,0,0,0
3313,в бреду,0,1,0,0,0,0,0,1,0,0
3314,бред,0,1,0,0,1,0,0,1,0,0
3315,избавление,1,0,0,1,0,0,1,0,0,1
3316,доставка,1,0,0,1,0,0,0,0,0,0
3317,Dell,0,0,0,0,0,0,0,0,0,0
3318,дельта,0,0,0,0,0,0,0,0,0,0
3319,потоп,0,1,0,0,0,1,0,1,1,0
3320,заблуждение,0,1,1,0,0,1,0,1,0,0
3321,бредовый,0,1,1,0,0,1,0,0,0,0
3322,копаться,0,0,0,0,0,0,0,0,0,0
3323,спрос,0,1,1,0,0,0,0,0,0,0
3324,требующий,0,1,0,0,0,0,0,0,0,0
3325,поведение,0,0,0,0,0,0,0,0,0,0
3326,сумасшедший,0,1,0,0,0,1,0,0,0,0
3327,слабоумие,0,1,0,0,0,1,0,1,0,0
3328,смерть,0,1,0,0,0,1,0,1,0,0
3329,демократия,1,0,0,0,0,0,0,0,0,0
3330,демократ,0,0,0,0,0,0,0,0,0,0
3331,сносить,0,1,1,0,0,0,0,1,0,0
3332,снос,0,1,0,0,0,0,0,0,0,0
3333,демон,0,1,1,0,1,1,0,1,0,0
3334,демонический,0,1,1,0,1,1,0,1,0,0
3335,очевидный,1,0,0,0,0,0,0,0,0,0
3336,демонстрировать,0,0,0,0,0,0,0,0,0,0
3337,показали,0,0,0,0,0,0,0,0,0,0
3338,демонстрирующий,0,0,0,0,0,0,0,0,0,0
3339,демонстрация,0,0,0,0,0,0,0,0,0,0
3340,демонстративный,1,0,0,0,0,0,1,1,0,0
3341,демонстратор,0,0,0,0,0,0,0,0,0,0
